CountryCode,SeriesCode,DESCRIPTION
"PNG","IT.NET.USER.ZS","Telikom PNG. Papua New Guinea Telecommunication Authority"
"PNG","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PNG","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"PNG","IT.CEL.SETS","Telikom PNG. Papua New Guinea Telecommunication Authority"
"PNG","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"PNG","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"PNG","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PNG","SP.POP.GROW","Data source: United Nations World Population Prospects"
"PNG","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"PNG","IT.NET.BBND.P2","Telikom PNG. Papua New Guinea Telecommunication Authority"
"PNG","IT.CEL.SETS.P2","Telikom PNG. Papua New Guinea Telecommunication Authority"
"PNG","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"PNG","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PNG","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PNG","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2022 are based on reports provided by the country. Short-term debt for 2022 is based on data from the BIS. DSSI eligible and participating in 2020 and 2021."
"PNG","IT.MLT.MAIN.P2","Telikom PNG. Papua New Guinea Telecommunication Authority"
"POL","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Poland"
"POL","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"POL","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"POL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"POL","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"POL","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"POL","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"POL","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"POL","MS.MIL.XPND.GD.ZS","1981-1984 SIPRI estimates."
"POL","IT.MLT.MAIN.P2","Telekomunikacja Polska S.A. (TP). Office of Electronic Communications."
"POL","MS.MIL.XPND.ZS","1981-1984 SIPRI estimates."
"POL","IT.NET.USER.ZS","Telekomunikacja Polska S.A. (TP). Office of Electronic Communications."
"POL","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"POL","SP.POP.GROW","Data source: Eurostat"
"POL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"POL","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"POL","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"POL","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Data until 2012 are based on surveys by the Institute of Tourism. 2013: Activ Group; From 2014 Central Statistical Office."
"POL","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists)."
"POL","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"POL","MS.MIL.XPND.CD","1981-1984 SIPRI estimates."
"POL","MS.MIL.XPND.CN","1981-1984 SIPRI estimates."
"POL","IS.RRS.PASG.KM","Source: OECD"
"POL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"POL","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"POL","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistics Poland"
"POL","SM.POP.NETM","Data source: United Nations World Population Prospects"
"POL","IT.CEL.SETS","Telekomunikacja Polska S.A. (TP). Office of Electronic Communications."
"POL","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"POL","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"POL","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"POL","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"POL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"POL","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"POL","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"POL","IT.NET.BBND.P2","Telekomunikacja Polska S.A. (TP). Office of Electronic Communications."
"POL","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"POL","IT.CEL.SETS.P2","Telekomunikacja Polska S.A. (TP). Office of Electronic Communications."
"POL","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"POL","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"POL","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"POL","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"POL","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"POL","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"POL","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"POL","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"POL","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"POL","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"POL","SP.POP.TOTL","Data source: Eurostat"
"POL","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistics Poland"
"POL","SP.DYN.CBRT.IN","Data source: Eurostat"
"POL","IS.RRS.GOOD.MT.K6","Source: OECD"
"POL","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"POL","IT.MLT.MAIN","Telekomunikacja Polska S.A. (TP). Office of Electronic Communications."
"POL","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"POL","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"POL","SP.DYN.CDRT.IN","Data source: Eurostat"
"POL","IT.NET.BBND","Telekomunikacja Polska S.A. (TP). Office of Electronic Communications."
"POL","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"POL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-1999: country data."
"PRI","NY.GDP.PCAP.PP.KD","Estimates are based on regression."
"PRI","NY.GDP.PCAP.PP.CD","Estimates are based on regression."
"PRI","IT.CEL.SETS","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics"
"PRI","IT.NET.BBND.P2","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics"
"PRI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"PRI","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"PRI","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists)."
"PRI","SM.POP.NETM","Data source: United Nations World Population Prospects"
"PRI","SP.POP.GROW","Data source: U.S. Census Bureau, 1990 Census"
"PRI","ST.INT.TRNX.CD","Compiled from data reported by the country. Data: Fiscal years (July-June). The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data. Data: Fiscal years (July-June)."
"PRI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"PRI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"PRI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"PRI","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"PRI","ST.INT.RCPT.CD","Compiled from data reported by the country. The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
"PRI","IT.CEL.SETS.P2","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics"
"PRI","NY.GDP.MKTP.PP.KD","Estimates are based on regression."
"PRI","NY.GNP.MKTP.PP.CD","Estimates are based on regression."
"PRI","ST.INT.XPND.CD","Compiled from data reported by the country. Data: Fiscal years (July-June). The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data. Data: Fiscal years (July-June)."
"PRI","NY.GNP.PCAP.PP.CD","Estimates are based on regression."
"PRI","NY.GNP.MKTP.PP.KD","Estimates are based on regression."
"PRI","IT.NET.BBND","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics"
"PRI","IT.MLT.MAIN.P2","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics"
"PRI","NY.GDP.MKTP.PP.CD","Estimates are based on regression."
"PRI","ST.INT.DPRT","Includes overnight visitors (tourists) only. Data: Fiscal years (July-June)."
"PRI","NE.CON.PRVT.PP.KD","Estimates are based on regression."
"PRI","NY.GNP.PCAP.PP.KD","Estimates are based on regression."
"PRI","IT.NET.USER.ZS","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics"
"PRI","SP.DYN.CDRT.IN","Data source: U.S. Census Bureau, Centers for Disease Control and Prevention"
"PRI","NE.CON.PRVT.PP.CD","Estimates are based on regression."
"PRI","IT.MLT.MAIN","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics"
"PRI","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
"PRI","SP.DYN.TFRT.IN","Data source: U.S. Census Bureau, United Nations World Population Prospects"
"PRI","SM.POP.TOTL","Estimates are derived from data on foreign-born population. The estimates for Puerto Rico include, to the extent possible, all persons born outside its territory."
"PRI","SP.POP.TOTL","Data source: U.S. Census Bureau, 1990 Census"
"PRI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"PRI","ST.INT.TVLX.CD","Compiled from data reported by the country. Data: Fiscal years (July-June). The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data. Data: Fiscal years (July-June)."
"PRI","SP.DYN.CBRT.IN","Data source: U.S. Census Bureau, Centers for Disease Control and Prevention"
"PRK","BM.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
"PRK","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"PRK","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"PRK","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"PRK","IT.MLT.MAIN.P2","Ministry of Posts and Telecommunications."
"PRK","IT.NET.USER.ZS","Ministry of Posts and Telecommunications."
"PRK","IT.CEL.SETS","Ministry of Posts and Telecommunications."
"PRK","IT.NET.BBND.P2","Ministry of Posts and Telecommunications."
"PRK","SP.POP.GROW","Data source: United Nations World Population Prospects"
"PRK","IT.MLT.MAIN","Ministry of Posts and Telecommunications."
"PRK","IT.NET.BBND","Ministry of Posts and Telecommunications."
"PRK","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"PRK","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"PRK","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"PRK","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"PRK","SM.POP.NETM","Data source: United Nations World Population Prospects"
"PRK","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"PRK","IT.CEL.SETS.P2","Ministry of Posts and Telecommunications."
"PRK","SM.POP.TOTL","Estimates are imputed using model estimates. "
"PRK","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"PRK","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists)."
"PRK","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"PRK","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"PRK","MS.MIL.XPND.CN","1986-2018 highly uncertain data."
"PRK","MS.MIL.XPND.CD","1986-2017 highly uncertain data."
"PRK","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"PRT","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"PRT","IS.RRS.PASG.KM","Source: OECD"
"PRT","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"PRT","IT.NET.USER.ZS","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM)."
"PRT","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"PRT","SP.DYN.LE00.MA.IN","Data source: Eurostat, Instituto Nacional de Estatística"
"PRT","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"PRT","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"PRT","SP.POP.GROW","Data source: Eurostat"
"PRT","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"PRT","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"PRT","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"PRT","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"PRT","IT.NET.BBND.P2","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM)."
"PRT","IT.NET.BBND","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM)."
"PRT","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"PRT","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"PRT","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"PRT","IT.MLT.MAIN","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM)."
"PRT","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"PRT","IT.CEL.SETS.P2","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM)."
"PRT","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"PRT","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PRT","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"PRT","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PRT","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"PRT","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"PRT","SP.DYN.CDRT.IN","Data source: Eurostat"
"PRT","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"PRT","SM.POP.NETM","Data source: United Nations World Population Prospects"
"PRT","ST.INT.DPRT","Includes overnight visitors (tourists) only. Source: Statistics Portugal (INE), Travel Survey of Residents."
"PRT","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PRT","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"PRT","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PRT","SP.POP.TOTL","Data source: Eurostat"
"PRT","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"PRT","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"PRT","SP.DYN.LE00.FE.IN","Data source: Eurostat, Instituto Nacional de Estatística"
"PRT","IT.MLT.MAIN.P2","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM)."
"PRT","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PRT","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"PRT","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"PRT","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"PRT","IT.CEL.SETS","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM)."
"PRT","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments. From 2007: Arrivals of non-resident tourists in all types of accommodation establishments. From 2013 include hotels, apartment hotels, “pousadas”, tourist apartments, tourist villages, camping sites, recreation centres, tourism in rural areas and local accommodation."
"PRT","SP.DYN.TFRT.IN","Data source: Eurostat, Instituto Nacional de Estatística"
"PRT","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"PRT","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"PRT","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"PRT","IS.RRS.GOOD.MT.K6","Source: OECD"
"PRT","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"PRT","PA.NUS.FCRF","Data are reported in Portuguese escudos until 1998, in euro from 1999."
"PRT","SP.DYN.CBRT.IN","Data source: Eurostat"
"PRT","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"PRT","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"PRT","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"PRT","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PRY","SM.POP.NETM","Data source: United Nations World Population Prospects"
"PRY","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PRY","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"PRY","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PRY","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PRY","ST.INT.DPRT","Includes overnight visitors (tourists) only. E/D cards in the ""Silvio Petirossi"" airport and passenger counts at the national border crossings - National Police and SENATUR."
"PRY","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"PRY","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"PRY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"PRY","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"PRY","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PRY","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt and long-term private nonguaranteed debt for 2022 are based on reports provided by the country. Short-term debt data for 2022 are based on Central Bank data."
"PRY","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"PRY","IT.MLT.MAIN","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones."
"PRY","MS.MIL.XPND.CN","1960-1997 SIPRI estimates."
"PRY","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"PRY","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PRY","MS.MIL.XPND.GD.ZS","1960-1997 SIPRI estimates."
"PRY","IT.NET.BBND.P2","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones."
"PRY","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"PRY","MS.MIL.XPND.CD","1960-1997 SIPRI estimates."
"PRY","MS.MIL.XPND.ZS","1960-1997 SIPRI estimates."
"PRY","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"PRY","IT.NET.USER.ZS","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones."
"PRY","SP.POP.GROW","Data source: United Nations World Population Prospects"
"PRY","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"PRY","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Excluding nationals residing abroad and crew members. 2000: inbound and outbound tourism survey - Central Bank of Paraguay. From 2001 E/D cards in the ""Silvio Petirossi"" airport and passenger counts at the national border crossings - National Police and SENATUR."
"PRY","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"PRY","IT.CEL.SETS","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones."
"PRY","IT.CEL.SETS.P2","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones."
"PRY","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)"
"PRY","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"PRY","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"PRY","IT.NET.BBND","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones."
"PRY","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PRY","IT.MLT.MAIN.P2","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones."
"PSE","SP.DYN.TO65.FE.ZS","Including East Jerusalem."
